date,year,type,country,state,location,activity,sex,age,injury,time,species
31-Mar-1970,1970,Invalid,usa,hawaii,"waimea bay, o'ahu",Surfing,M,,"Swept out to sea,  5.5 m [18'] shark seen in the vicinity, body not recovered. ",,Not confirmed
23-Mar-1970,1970,Unprovoked,usa,florida,manatee county,Wading,M,19,Injured,Late afternoon,
23-Jan-1970,1970,Unprovoked,mozambique,limpopo river,3.2 km inland,Swimming,M,14,Injured,,
23-Jan-1970,1970,Unprovoked,mozambique,limpopo river,"gijana, 150 km inland",Swimming,M,16,Injured,,Zambesi shark
23-Jan-1970,1970,Unprovoked,mozambique,limpopo river,"gijana, 150 km inland",Swimming,M,12,Injured,,Zambesi shark
23-Jan-1970,1970,Unprovoked,mozambique,limpopo river,"gijana, 150 km inland",Swimming,M,10,Injured,,Zambesi shark
    16-Jan-1970,1970,Sea Disaster,egypt,red sea,a few miles south of port suez,Air disaster,M,,Fatal,,
10-Jan-1970,1970,Unprovoked,mexico,guerrero,acapulco,Swimming,M,22,Injured,,
Reported 09-Jan-1970,1970,Unprovoked,england,devon,teignmouth,Attempted to return injured shark to the sea,M,,Injured,,Blue shark
 Jan-1970,1970,Unprovoked,papua new guinea,new ireland province,,Diving,M,15,Injured,,
1970s,1970,Unprovoked,sri lanka,western province,colombo harbor,Diving,M,,Swim fins badly torn by the shark's teeth,,
Late 1970s,1970,Unprovoked,spain,canary islands,"icod de los vinos, tenerife",Fishing,M,,Injured,,Blue shark
Ca. 1970,1970,Watercraft,italy,sardinia,golfo di oristano,Fishing,M,,No injury,,White shark
1970,1970,Unprovoked,croatia,zadar county,novigrad,Fishing,M,,No details,,White shark
1970s,1970,Unprovoked,iraq,basrah,shatt-al-arab river,Washing cooking pans,F,28,Left hand severed,Afternoon,
1970s,1970,Unprovoked,iraq,basrah,shatt-al-arab river near abu al khasib,Washing clothes on stairs,F,25,Left foot severed,,
1970s,1970,Unprovoked,iraq,basrah,shatt-al-arab river,Swimming,M,35,Fatal,12h00,
1970s,1970,Unprovoked,iraq,basrah,shatt-al-arab river,Fishing,M,35,Injured,Afternoon,
30-Nov-1969,1969,Unprovoked,australia,western australia,"swan river, 13 miles upstream",Swimming,M,15,Injured,Afternoon,
11-Nov-1969,1969,Unprovoked,usa,hawaii,"barber’s point, o'ahu",Diving,M,,Injured,,>2.4 m [8'] shark
05-Nov-1969,1969,Provoked,australia,new south wales,"marineland, sydney",Unknown,M,27,PROVOKED INCIDENT,,
14-Oct-1969,1969,Unprovoked,usa,hawaii,hawaii,Diving,M,,No injury,Morning,White shark
06-Sep-1969,1969,Unprovoked,usa,california,"bird rock, tomales point, near marin county / sonoma county border",Diving,M,53,Injured,11h20,White shark
29-Aug-1969,1969,Unprovoked,usa,florida,"north beach, st. lucie county",Floating on his back,M,,Injured,Afternoon,
22-Aug-1969,1969,Provoked,usa,massachusetts,40 miles south of nantucket,Fishing,M,28,Injured,,
02-Aug-1969,1969,Unprovoked,usa,florida,volusia county,Surfing,M,15,Injured,Morning,
02-Aug-1969,1969,Unprovoked,usa,florida,"st. petersburg, pinnellas county",Surfing,M,13,Injured,16h30,4' shark
27-Jul-1969,1969,Provoked,england,,,Unknown,M,,Injured,,
22-Jul-1969,1969,Provoked,usa,florida,florida keys,Unknown,M,13,Scrape on head. Recorded as PROVOKED INCIDENT,16h00,Nurse shark
20-Jul-1969,1969,Unprovoked,usa,california,"pigeon point, san mateo county",Diving,M,,Injured,13h00,White shark
27-Jun-1969,1969,Unprovoked,usa,florida,florida keys,Wading,M,22,No details,1600,
12-Jun-1969,1969,Unprovoked,jamaica,clarendon,off rocky point,Diving,M,27,Injured,Morning,
Jun-1969,1969,Unprovoked,usa,florida,sarasota county,Wading,M,8,No injury,20h00,
25-May-1969,1969,Provoked,usa,texas,packery channel,Surfing,M,,Injured,19h00,2' to 3' shark
24-May-1969,1969,Provoked,usa,florida,sarasota county,Diving,M,23,Injured,11h00,Nurse shark
22-May-1969,1969,Unprovoked,dominican republic,,,Surfing,M,18,,16h00,
14-May-1969,1969,Unprovoked,australia,queensland,broomfield reef,Unknown,M,,Injured,,
22-Apr-1969,1969,Invalid,australia,new south wales,"kingscliffe beach, south of tweed heads",Netting pilchards,M,,No injury,,"Considered a ""Doubtful"" incident"
19-Aug-1969,1969,Provoked,usa,florida,"marathon, monroe county",Fishing,M,adult,Injured,,"Lemon shark, 9' "
25-Mar-1969,1969,Provoked,australia,new south wales,newcastle,Unknown,M,65,Injured,,Mako shark
09-Mar-1969,1969,Unprovoked,usa,hawaii,"makaha, o'ahu",Surfing,M,16,Injured,17h30,White shark
Reported 17-Feb-1969,1969,Provoked,australia,tasmania,taroona,Fishing,M,49,Injured,Daytime,7-gill shark
Feb-1969,1969,Invalid,australia,queensland,cooktown,Diving,M,52,No details,,Questionable incident
27-Jan-1969,1969,Unprovoked,australia,new south wales,beecroft head,Diving,M,21,Injured,07h30,
Jan-1969,1969,Unprovoked,australia,victoria,port macdonnel,Unknown,M,,Injured,,Carpet shark
Winter 1969,1969,Provoked,bahamas,eleuthera,,Sight-seeing,M,,No injury,,10' shark
29-Dec-1968,1968,Invalid,south africa,kwazulu-natal,port st. john's,Diving,M,,No injury,,Questionable incident
26-Dec-1968,1968,Provoked,australia,new south wales,"marineland aquarium, manley, sydney",Feeding mullet to sharks,M,27,Injured,Morning,Grey shark
25-Dec-1968,1968,Unprovoked,new zealand,south island,"st. clair beach, dunedin",Surfing,M,17,Injured,17h45,White shark
09-Dec-1968,1968,Unprovoked,australia,south australia,thistle island,Unknown,M,,Injured,,White shark
02-Dec-1968,1968,Unprovoked,south africa,kwazulu-natal,"bluff, durban",Fishing,M,28,No injury,,Hammerhead shark
Dec-1968,1968,Invalid,south africa,kwazulu-natal,,Unknown,M,30,No injury,,Questionable incident
06-Nov-1968,1968,Watercraft,south africa,kwazulu-natal,ramsgate,Fishing,M,22,"Shark leapt into boat, landed on Hlope's back, then bit his left forearm",,Black shark
04-Nov-1968,1968,Sea Disaster,papua new guinea,madang province,,Wreck of the Storm King,M,,Remains recovered days later from shark,,Not confirmed
02-Nov-1968,1968,Provoked,australia,western australia,,Unknown,M,16,Abrasion on shoulder Recorded as PROVOKED INCIDENT,15h00,
29-Oct-1968,1968,Provoked,bahamas,,,Unknown,M,,Injured,22h00,
13-Oct-1968,1968,Unprovoked,usa,florida,"egmont key, hillsborough county",Fishing,M,,Injured,,Bull shark
10-Oct-1968,1968,Sea Disaster,philippines,moro gulf,,Sinking of the ferryboat Dumaguete ,M,,Injured,,
22-Sep-1968,1968,Invalid,usa,florida,palm beach county,Surfing,M,,,12h48,Not confirmed
15-Sep-1968,1968,Unprovoked,new zealand,south island,otago harbor,Fishing,M,24,Fatal,10h15,White shark
24-Aug-1968,1968,Unprovoked,usa,florida,half mile north of juno beach pier,Playing with a frisbee in the shallows,M,9 & 12,"Shark bumped Colleen, the nudged Scott, then bit Frisbee & swam away with it",16h00,Hammerhead shark
21-Aug-1968,1968,Unprovoked,usa,florida,okaloosa county,Standing,M,15,Injured,17h00,
13-Aug-1968,1968,Unprovoked,french polynesia,society islands,tahiti,Swimming,M,12,Finger severed,,
11-Aug-1968,1968,Unprovoked,malaysia,johor,pulau aur,Leaving the water,M,41,Injured,08h00,
08-Aug-1968,1968,Unprovoked,colombia,magdalena department,"makuaka caño, taganga",Fishing,M,18,Injured,10h30,2 m shark
27-Jul-1968,1968,Unprovoked,usa,california,"bodega rock, sonoma county",Diving,M,25,Major injury to torso,11h00,White shark
23-Jul-1968,1968,Unprovoked,usa,florida,florida keys,Wading,M,33,Abrasions on lower leg,13h30,
16-Jul-1968,1968,Unprovoked,usa,south carolina,"stono inlet, near charleston, charleston county",Fishing,M,33,Injured,Afternoon,4m [13'] shark
10-Jul-1968,1968,Unprovoked,bahamas,great exuma island,children's bay cay near rollerville,Swimming,M,,Fatal,,
Jul-1968,1968,Invalid,mexico,baja california,,Unknown,M,43,No injury,Afternoon,Not authenticated
25-Jun-1968,1968,Unprovoked,bahamas,eleuthera,spanish wells,Fishing,M,17,"Bumped shoulder, bit head",,1.5 m to 2 m [5' to 6.75'] Caribbean reef shark 
09-Jun-1968,1968,Unprovoked,usa,florida,"mullet key, pinellas county",Clamming,M,17,Injured,09h30,
Jun-1968,1968,Unprovoked,england,,,Unknown,M,,Injured,,Blue shark
18-May-1968,1968,Invalid,tanzania,mafia island,,Schooner sank during a storm,M,,"6 people rescued, 3 shark-scavenged bodies recovered, 14 people lost ",,Not confirmed
May-1968,1968,Unprovoked,papua new guinea,new ireland province,,Standing,M,17,Injured,,
29-Apr-1968,1968,Invalid,usa,florida,"fort lauderdale, broward county",Wading,M,63,Injured,14h00,Not confirmed
20-Apr-1968,1968,Unprovoked,usa,florida,palm beach county,Unknown,M,10,Injured,12h30,2.7 m [9'] silky shark
15-Apr-1968,1968,Unprovoked,australia,new south wales,south coast,Diving,M,21,Injured,,"Bronze whaler shark, 1.8 m [6'] "
Reported 11-Apr-1968,1968,Unprovoked,papua new guinea,gulf province,orokolo bay,Swimming,M,7,Fatal,,
07-Apr-1968,1968,Provoked,australia,new south wales,stockton bight,Unknown,M,47,Injured,Early morning,Blue shark
25-Mar-1968,1968,Unprovoked,south africa,kwazulu-natal,richards bay,Wading & pushing dinghy toward  the shallows,M,35,Injured,Afternoon,1.5 m to 1.8m [5' to 6'] shark
10-Mar-1968,1968,Unprovoked,usa,florida,"jensen beach, martin county",Surfing,M,20,Injured,Afternoon,
Mar-1968,1968,Invalid,usa,florida,florida keys,Treading water,M,28,No injury,Night,Invalid
26-Feb-1968,1968,Unprovoked,usa,florida,palm beach county,Surfing,M,17,Injured,13h30,
20-Feb-1968,1968,Unprovoked,australia,western australia,swan river,Swimming,F,14,Injured,Late afternoon,
18-Feb-1968,1968,Provoked,new zealand,north island,"pilot bay, mt maunganui",Picking up shark by the tail,F,,Injured,,3' shark
04-Feb-1968,1968,Unprovoked,australia,south australia,cape jervis,Fishing,M,26,No injury,18h30,"Bronze whaler shark, 3 m [10'] "
02-Feb-1968,1968,Unprovoked,australia,new south wales,brunswick heads,Unknown,M,,Injured,,
Feb-1968,1968,Unprovoked,mozambique,,,Diving,M,24,No injury,,
17-Jan-1968,1968,Unprovoked,papua new guinea,morobe province,finschafen,Swimming,M,13,Fatal,17h30,
1968,1968,Unprovoked,costa rica,limón province,parismina,Swimming,M,,Fatal,,
1968,1968,Invalid,usa,florida,"key west, monroe county",Diving,M,,"Recovered, said to involve a 1m nurse shark",13h00,Questionable incident
1968,1968,Invalid,usa,florida,"jensen beach, martin county",Surfing,M,,,17h00,Questionable incident
30-Dec-1967,1967,Unprovoked,south africa,western cape province,mossel bay,Surfing,M,22,Injured,14h00,1.5 m to 1.8 m [5' to 6'] shark
Reported 21-Dec-1967,1967,Invalid,papua new guinea,central province,port moresby,Fishing,M,32,No injury,,Questionable incident
18-Dec-1967,1967,Unprovoked,fiji,,,Unknown,M,27,Injured,09h00,
17-Dec-1967,1967,Unprovoked,australia,victoria,"cheviot beach, portsea, port phillip bay",Swimming,M,59,Fatal,A.M.,
14-Dec-1967,1967,Provoked,usa,,,Unknown,M,,Injured,,
30-Nov-1967,1967,Provoked,australia,new south wales,wollongong,Diving,M,15,Recorded as PROVOKED INCIDENT,,Grey shark
30-Nov-1967,1967,Unprovoked,australia,queensland,surfer's paradise,Unknown,M,18,Injured,,Grey shark
15-Nov-1967,1967,Provoked,fiji,,,Diving,M,21,Injured,Morning,
04-Nov-1967,1967,Sea Disaster,philippines,rombion province,off sibuyan island,Sinking of the M/V Mindoro during a typhoon,M,,Passengers taken by sharks,,
Nov-1967,1967,Invalid,south africa,kwazulu-natal,brighton beach,Unknown,F,,"Bones and brightly colored bangles recovered  3.35 m, 145.5-kg tiger shark’s gut ",,Not confirmed
Reported 26-Oct-1967,1967,Unprovoked,mexico,veracruz,veracruz,Swimming,F,,Fatal,,
17-Oct-1967,1967,Unprovoked,usa,florida,"mcarthur beach, singer island, palm beach shores",Standing on sandbar,M,19,Injured,16h30,Black shark
Oct-1967,1967,Unprovoked,tonga,,,Swimming,M,17,Injured,,
20-Sep-1967,1967,Invalid,usa,hawaii,"kailua bay, o'ahu",Boat capsized between O'ahu & Molokai,M,,Remains found in a 3.4 m (11') tiger shark. Probable drowning & scavenging,,Not confirmed
13-Sep-1967,1967,Provoked,italy,brindisi province,brindisi,Diving,M,21,Injured,,2 m shark
07-Sep-1967,1967,Provoked,papua new guinea,new ireland province,,Diving,M,,"No details, listed as PROVOKED INCIDENT",,
07-Sep-1967,1967,Unprovoked,usa,florida,"key west, monroe county",Fishing,M,,Injured,14h30,
06-Sep-1967,1967,Unprovoked,papua new guinea,new ireland province,lambom island,Fishing,M,,Fatal,,
01-Sep-1967,1967,Unprovoked,papua new guinea,new ireland province,"lamassa island, 16 miles from lambon island",Fishing,M,23,Fatal,,3.7 m [12'] shark
27-Aug-1967,1967,Provoked,usa,california,ventura,Pulling shark from the water,M,24,Nipped on shoulder by captive shark PROVOKED INCIDENT,14h30,Blue shark
26-Aug-1967,1967,Unprovoked,japan,kagawa prefecture,sakaide,Unknown,M,19,Fatal,14h30,
25-Aug-1967,1967,Unprovoked,italy,liguria,"marinella sarzana, la spezia",Fishing,M,,Injured,,
19-Aug-1967,1967,Unprovoked,australia,western australia,jurien bay,Diving,M,23,Fatal,11h00,White shark
15-Aug-1967,1967,Unprovoked,bermuda,hamilton,hamilton,Floating,F,19,Injured,16h00,
Reported 14-Aug-1967,1967,Unprovoked,colombia,,,Unknown,M,,Injured,,
10-Aug-1967,1967,Invalid,australia,new south wales,jervis bay,Diving,M,? & 19,"Disappeared, no trace of men or equipment, shark attack considered",Night,Not confirmed
07-Aug-1967,1967,Unprovoked,usa,florida,near key west,Fishing,M,15,Shark grasped thigh,14h30,"Nurse shark, 106 cm, 28-lb, male "
Aug-1967,1967,Unprovoked,bahamas,out islands,andros island,Photographing sharks underwater using Scuba,M,41,No injury,Early afternoon,1.5 m to 1.8 m [5' to 6'] sandbar shark
Aug-1967,1967,Unprovoked,senegal,cap vert peninsula,hann,Beach seine netting,M,,Injured,04h00,1.8 m shark
29-Jul-1967,1967,Unprovoked,usa,florida,florida keys,Snorkeling,M,20,Injured,Afternoon,
05-Jul-1967,1967,Unprovoked,turkey,mugla province,kucukada island,Fishing,M,36,Fatal,13h40,
Jul-1967,1967,Invalid,usa,south carolina,,Surfing,M,18,Incident not confirmed,16h30,Questionable incident
13-Jun-1967,1967,Provoked,usa,florida,"key west, monroe county",Fishing,M,26,"After shark was speared & hit on head, it bit the diver’s foot  PROVOKED INCIDENT",17h30,"Nurse shark, 1 m "
Jun-1967,1967,Provoked,italy,sicily,stretto di messina,Fishing,M,,No injury,,White shark
13 or 30-May-1967,1967,Provoked,australia,south australia,outer harbor,Unknown,M,30,Injured,Morning,Bronze whaler shark
09-May-1967,1967,Provoked,australia,,aquarium,Feeding a shark,M,22,Recorded as PROVOKED INCIDENT,Afternoon,Grey shark
Apr-1967,1967,Provoked,united kingdom,gibraltar,,Fishing,M,60,Tooth knocked out by hooked shark PROVOKED INCIDENT,,
20-Mar-1967,1967,Provoked,new zealand,north island,leigh,Diving,M,21,Abrasions to lower leg Recorded as PROVOKED INCIDENT,Afternoon,
19-Mar-1967,1967,Unprovoked,south africa,kwazulu-natal,paradise reef,Fishing,M,32,Injured,06h50,White shark
12-Mar-1967,1967,Provoked,australia,victoria,geelong,Fishing,M,36,Injured,15h00,Grey shark
10-Mar-1967,1967,Invalid,australia,new south wales,"dover heights, sydney",Vehicle plunged over cliff into the water,M,,Fatal,,Not confirmed
09-Mar-1967,1967,Unprovoked,new zealand,south island,st. kilda beach,Lifesaving drill,M,21,Fatal,19h45,White shark
01-Mar-1967,1967,Unprovoked,papua new guinea,new britain,"barawon beach, near rabaul",Unknown,M,14,Injured,,3.7 m [12'] shark
06-Feb-1967,1967,Sea Disaster,mexico,veracruz,cabo rojo,Swimming,M,,Fatal,14h00,
27-Jan-1967,1967,Watercraft,south africa,western cape province,melkbosstrand,Fishing,M,,"Holed & sank boat, 1 man flung into water but ignored by the shark",,White shark
22-Jan-1967,1967,Provoked,south africa,western cape province,whittle rock false bay,Fishing,M,,No injury,,Tiger shark
21-Jan-1967,1967,Unprovoked,mozambique,bay of maputo,xefina island,Swimming,M,31,Injured,,
06-Jan-1967,1967,Provoked,australia,victoria,goolwa,Splashing,M,15,Injured,,"""sand shark"""
31-Dec-1966,1966,Unprovoked,australia,tasmania,"piccaninny point, 10 miles from bicheno",Fishing,M,30,Injured,,2.1 m [7'] shark
27-Dec-1966,1966,Provoked,australia,new south wales,south west rocks,Fishing,M,29,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,,Grey shark
27-Dec-1966,1966,Unprovoked,australia,new south wales,trial bay,Fishing,M,19,Injured,,Grey shark
26-Dec-1966,1966,Unprovoked,singapore,,singapore,Wading,M,39,Injured,Afternoon,
26-Dec-1966,1966,Unprovoked,australia,new south wales,coogee,Fishing,M,29,Injured,,1.8 m [6'] shark
14-Nov-1966,1966,Unprovoked,thailand,,,Unknown,M,28,No details,,
Early Nov-1966,1966,Unprovoked,papua new guinea,new ireland province,,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,F,9 months,Fatal,,3.7 m [12'] shark
30-Oct-1966,1966,Unprovoked,papua new guinea,new ireland province,"lamassa island, 16 miles from lambom island",Swimming,F,13,Fatal,Morning,3.7 m [12'] shark
19-Oct-1966,1966,Unprovoked,papua new guinea,new ireland province,"mission beach, lambon island, near duke of york islands",Bathing,F,8,Fatal,09h00,3.7 m [12'] shark
27-Sep-1966,1966,Unprovoked,australia,queensland,"broomfield island, 11 miles from heron island on the great barrier reef",Diving,M,32,Injured,16h45,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun "
19-Sep-1966,1966,Provoked,usa,hawaii,50 miles ne of honolulu,Fishing,M,20,Injured,,
18-Sep-1966,1966,Invalid,australia,western australia,"little beach reef, bremer bay",Fishing,M,,No injury,,Invalid
13-Sep-1966,1966,Provoked,australia,western australia,albany,Fishing,M,,Involved a speared shark but no other details PROVOKED INCIDENT,Late afternoon,
10-Sep-1966,1966,Unprovoked,australia,western australia,roe reef off rottnest island,Fishing,M,43,No injury,12h00,"Mako shark, 1.9 m [6.5'] "
8-Sep-1966,1966,Provoked,usa,florida,"florida keys, monroe county",Fishing,M,14,Abdomen abraded when he seized shark PROVOKED INCIDENT,,"Nurse shark, 2.5' "
Sep- 1966,1966,Invalid,bahamas,bimini islands,tongue of the ocean,Diving,M,,No injury,,Invalid
28-Aug-1966,1966,Watercraft,australia,northern territory,darwin harbour,Unknown,M,,No injury,,
27-Aug-1966,1966,Invalid,south africa,kwazulu-natal,durban,Netting sharks,M,,No injury,,Invalid
27-Aug-1966,1966,Unprovoked,bahamas,bimini islands,,Snorkeling,F,18,Injured,17h00,
23-Aug-1966,1966,Unprovoked,new britain,duke of york islands,"butliwan village, 15 miles north of rabaul",Swimming,F,13,Fatal,Midday,A pack of 6 sharks
23-Aug-1966,1966,Unprovoked,new britain,duke of york islands,"butliwan village, 15 miles north of rabaul",Diving,F,9,Fatal,Midday,A pack of 6 sharks
16-Aug-1966,1966,Unprovoked,croatia,primorje-gorski kotar county,bakar,Swimming,M,33,Fatal,,White shark
14-Aug-1966,1966,Unprovoked,taiwan,,ye leow,Diving,M,,No injury,17h30,1.5 m to 2.1 m  [5' to 7'] shark
13-Aug-1966,1966,Unprovoked,italy,taranto province,"pulsano, near taranto",Attacked shark with fists,M,21,Injured,,"""small shark"""
Mid Aug-1966,1966,Invalid,usa,delaware,fenwick island,Fishing,M,26,No injury,17h00,Invalid
Aug-1966,1966,Unprovoked,usa,florida,palm beach county,Wading,M,8,No injury,15h00,Black shark
31-Jul-1966,1966,Unprovoked,usa,texas,"south jetty, galveston",Diving,M,16,Dorsum of right foot grazed,,Tiger shark
19-Jul-1966,1966,Provoked,usa,south carolina,"folly beach, charleston county",Killing a shark,M,34,Injured,18h40,4' shark
17-Jul-1966,1966,Unprovoked,usa,texas,"point comfort, calhoun county",Fishing,M,14,Injured,15h00,
17-Jul-1966,1966,Unprovoked,taiwan,northern taiwan,tamsui beach,Swimming,M,20,Fatal,,
14-Jul-1966,1966,Unprovoked,papua new guinea,"admiralty islands, manus province",manus island,Swimming,F,25,Fatal,,
